META
VERSION=1
DICT_NAME=柯林斯词典
DICT_INTRO=柯林斯词典示例文件，共999个单词的分割释义
DICT_LANG=en
DEF_TMPL={{单词}} {{词性}}{{音标}}<br/>{{中文释义}}
FIELDS=单词	音标	词性	扩展	英文释义	中文释义
aeon	英[ˈi:ən]美[ˈiˌɑn,ˈiən]	n-count		<span class="endef"> An <b>aeon</b> is an extremely long period of time.   </span>	<span class="text_blue">极漫长的时期；万古；千万年</span>
aerate	英[ˈeəreɪt]美[ˈereɪt]	verb		<span class="endef"> To <b>aerate</b> a substance means to cause air or gas to pass through it.   </span>	<span class="text_blue">使透气;充气于</span>
aerial	英[ˈeəriəl]美[ˈeriəl]	★☆☆☆☆ adj		<span class="endef"> You talk about <b>aerial</b> attacks and <b>aerial</b> photographs to indicate that people or things on the ground are attacked or photographed by people in aeroplanes.   </span>	<span class="text_blue">航空的；飞机的；由飞机进行的；空中的</span>
aerial	英[ˈeəriəl]美[ˈeriəl]	★☆☆☆☆ adj		<span class="endef"> You can use <b>aerial</b> to describe things that exist or happen above the ground or in the air.   </span>	<span class="text_blue">空气中的；地表以上的</span>
aerial	英[ˈeəriəl]美[ˈeriəl]	★☆☆☆☆ n-count		<span class="endef"> An <b>aerial</b> is a device or a piece of wire that receives television or radio signals and is usually attached to a radio, television, car, or building.   </span>	<span class="text_blue">天线</span>
aerie	英[ˈɛəri]美[ˈɛri,ˈɪri]			<span class="endef">   <span class="text_gray" style="font-weight:bold;">→see: </span><b class="text_blue"><a class="explain" href="entry://eyrie">eyrie</a></b>;  </span>	<span class="text_blue"></span>
aero-	英[ˈeərəʊ]美[ˈeroʊ]	prefix		<span class="endef"><b>aero-</b> is used at the beginning of words, especially nouns, that refer to things or activities connected with air or movement through the air.   </span>	<span class="text_blue">（用于词首，尤用于名词）表示“空中的”，“空气中的”</span>
aero-	英[ˈeərəʊ]美[ˈeroʊ]	comb in n-count		<span class="endef"><b>aero-</b> combines with nouns to form nouns relating to aeroplanes.   </span>	<span class="text_blue">（与名词结合构成新的名词）表示“与飞机相关的”</span>
aerobatics	英[ˌeərəˈbætɪks]美[ˌerəˈbætɪks]			<span class="endef"> The form <b>aerobatic</b> is used as a modifier. <b>Aerobatics</b> are skilful displays of flying, usually to entertain people watching from the ground.   </span>	<span class="text_blue">特技飞行（术）</span>
aerobic	英[eəˈrəʊbɪk]美[eˈroʊbɪk]	★☆☆☆☆ adj-graded		<span class="endef"><b>Aerobic</b> activity exercises and strengthens your heart and lungs.   </span>	<span class="text_blue">有氧健身的</span>
aerobics	英[eəˈrəʊbɪks]美[eˈroʊbɪks]	★☆☆☆☆ n-uncount		<span class="endef"><b>Aerobics</b> is a form of exercise which increases the amount of oxygen in your blood, and strengthens your heart and lungs. The verb that follows <b>aerobics</b> may be either singular or plural.   </span>	<span class="text_blue">有氧运动；有氧健身法</span>
aerodrome	英[ˈeərədrəʊm]美[ˈerədroʊm]	n-count		<span class="endef"> An <b>aerodrome</b> is a place or area where small aircraft can land and take off.   </span>	<span class="text_blue">小型飞机场</span>
aerodynamic	英[ˌeərəʊdaɪ'næmɪk]美[ˌeəroʊdaɪ'næmɪk]	adj-graded		<span class="endef"> If something such as a car has an <b>aerodynamic</b> shape or design, it goes faster and uses less fuel than other cars because the air passes over it more easily.   </span>	<span class="text_blue">（汽车等）流线型的</span>
aerodynamically	英[ˌeərəʊdaɪ'næmɪklɪ]美[ˌeəroʊdaɪ'næmɪklɪ]	adj-graded		<span class="endef"> If something such as a car has an <b>aerodynamic</b> shape or design, it goes faster and uses less fuel than other cars because the air passes over it more easily.   </span>	<span class="text_blue">（汽车等）流线型的</span>
aerodynamics	英[ˌeərəʊdaɪˈnæmɪks]美[ˌeroʊdaɪˈnæmɪks]	n-uncount		<span class="endef"><b>Aerodynamics</b> is the study of the way in which objects move through the air.   </span>	<span class="text_blue">空气动力学</span>
aeronautical	英[ˌeərə'nɔ:tɪkl]美[ˌeərə'nɔtɪkl]	adj		<span class="endef"><b>Aeronautical</b> means involving or relating to the design and construction of aeroplanes.   </span>	<span class="text_blue">航空（学）的；飞机制造学的</span>
aeronautics	英[ˌeərəˈnɔ:tɪks]美[ˌerəˈnɔtɪks]	n-uncount		<span class="endef"><b>Aeronautics</b> is the science of designing and building aeroplanes.   </span>	<span class="text_blue">航空学；飞机制造学</span>
aeroplane	英[ˈeərəpleɪn]美[ˈerəpleɪn]	★★☆☆☆ n-count		<span class="endef"> An <b>aeroplane</b> is a vehicle with wings and one or more engines that enable it to fly through the air.   </span>	<span class="text_blue">飞机</span>
aerosol	英[ˈeərəsɒl]美[ˈerəsɔl]	★☆☆☆☆ n-count		<span class="endef"> An <b>aerosol</b> is a small container in which a liquid such as paint or deodorant is kept under pressure. When you press a button, the liquid is forced out as a fine spray or foam.   </span>	<span class="text_blue">（装涂料、除臭剂等的）小型喷雾器</span>
aerospace	英[ˈeərəʊspeɪs]美[ˈeroʊspeɪs]	★★☆☆☆ n-uncount		<span class="endef"><b>Aerospace</b> companies are involved in developing and making rockets, missiles, space vehicles, and related equipment.   </span>	<span class="text_blue">航空航天（工业）</span>
aesthete	英[ˈi:sθi:t]美[ˈɛsθit]	n-count		<span class="endef"> An <b>aesthete</b> is someone who loves and appreciates works of art and beautiful things.   </span>	<span class="text_blue">审美家</span>
aesthetic	英[i:sˈθetɪk]美[ɛsˈθɛtɪk]	★★☆☆☆ adj-graded		<span class="endef"><b>Aesthetic</b> is used to talk about beauty or art, and people's appreciation of beautiful things.   </span>	<span class="text_blue">美的；艺术的；美感的；审美的</span>
aesthetically	英[es'θetɪklɪ]美[es'θetɪklɪ]	★★☆☆☆ adj-graded		<span class="endef"><b>Aesthetic</b> is used to talk about beauty or art, and people's appreciation of beautiful things.   </span>	<span class="text_blue">美的；艺术的；美感的；审美的</span>
aesthetics	英[i:s'θetɪks]美[ɛsˈθɛtɪks]	★☆☆☆☆ n-uncount		<span class="endef"><b>Aesthetics</b> is a branch of philosophy concerned with the study of the idea of beauty.   </span>	<span class="text_blue">(审）美学</span>
aetiology	英[ˌi:tiˈɒlədʒi]美[ˌitiˈɑlədʒi]			<span class="endef">   <span class="text_gray" style="font-weight:bold;">→see: </span><b class="text_blue"><a class="explain" href="entry://etiology">etiology</a></b>;  </span>	<span class="text_blue"></span>
afar	英[əˈfɑ:(r)]美[əˈfɑr]	adv		<span class="endef"><b>Afar</b> means a long way away.   </span>	<span class="text_blue">在远处；从远处</span>
affable	英[ˈæfəbl]美[ˈæfəbəl]	★☆☆☆☆ adj-graded		<span class="endef"> Someone who is <b>affable</b> is pleasant and friendly.   </span>	<span class="text_blue">和蔼可亲的；友好的</span>
affair	英[əˈfeə(r)]美[əˈfer]	★★★★☆ n-sing		<span class="endef"> If an event or a series of events has been mentioned and you want to talk about it again, you can refer to it as <b>the affair</b> .   </span>	<span class="text_blue">事情；事件</span>
affair	英[əˈfeə(r)]美[əˈfer]	★★★★☆ n-sing		<span class="endef"> You can refer to an important or interesting event or situation as '<b>the</b> ... <b>affair</b>'.   </span>	<span class="text_blue">…事件（指重要或有趣的事件或情况）</span>
affair	英[əˈfeə(r)]美[əˈfer]	★★★★☆ n-sing		<span class="endef"> You can describe the main quality of an event by saying that it is a particular kind of <b>affair</b> .   </span>	<span class="text_blue">…事（指具有某种特点的事情）</span>
affair	英[əˈfeə(r)]美[əˈfer]	★★★★☆ n-sing		<span class="endef"> You can describe an object as a particular kind of <b>affair</b> when you want to draw attention to a particular feature, or indicate that it is unusual.   </span>	<span class="text_blue">（不寻常的或具有某种特点的）东西</span>
affair	英[əˈfeə(r)]美[əˈfer]	★★★★☆ n-count		<span class="endef"><span class="st" onmouseout="st_mouseout(this)" onmouseover="st_mouseover(this)" style="font-weight:bold;">See also:</span><b class="text_blue"><a class="explain" href="entry://love affair">love affair</a></b>; If two people who are not married to each other have an <b>affair</b>, they have a sexual relationship.   </span>	<span class="text_blue">风流韵事；私通</span>
affair	英[əˈfeə(r)]美[əˈfer]	★★★★☆ n-plural		<span class="endef"><span class="st" onmouseout="st_mouseout(this)" onmouseover="st_mouseover(this)" style="font-weight:bold;">See also:</span><b class="text_blue"><a class="explain" href="entry://current affairs">current affairs</a></b>;<b class="text_blue"><a class="explain" href="entry://state of affairs">state of affairs</a></b>; You can use <b>affairs</b> to refer to all the important facts or activities that are connected with a particular subject.   </span>	<span class="text_blue">（关于某个主题所有的）事务</span>
affair	英[əˈfeə(r)]美[əˈfer]	★★★★☆ n-plural		<span class="endef"> Your <b>affairs</b> are all the matters connected with your life which you consider to be private and normally deal with yourself.   </span>	<span class="text_blue">私事；个人事务</span>
affair	英[əˈfeə(r)]美[əˈfer]	★★★★☆ n-sing		<span class="endef"> If you say that a decision or situation is someone's <b>affair</b>, you mean that it is their responsibility, and other people should not interfere.   </span>	<span class="text_blue">（不容别人干涉的）事务</span>
affect	英[əˈfekt]美[əˈfɛkt]	★★★★☆ verb		<span class="endef"> If something <b>affects</b> a person or thing, it influences them or causes them to change in some way.   </span>	<span class="text_blue">影响;使改变</span>
affect	英[əˈfekt]美[əˈfɛkt]	★★★★☆ verb		<span class="endef"> If a disease <b>affects</b> someone, it causes them to become ill.   </span>	<span class="text_blue">（疾病）侵袭，感染</span>
affect	英[əˈfekt]美[əˈfɛkt]	★★★★☆ verb		<span class="endef"> If something or someone <b>affects</b> you, they make you feel a strong emotion, especially sadness or pity.   </span>	<span class="text_blue">（感情上）打动，震动，使悲伤（或怜悯）</span>
affect	英[əˈfekt]美[əˈfɛkt]	★★★★☆ verb		<span class="endef"> If you <b>affect</b> a particular characteristic or way of behaving, you pretend that it is genuine, or natural for you.   </span>	<span class="text_blue">假装；佯装；装出…的样子</span>
affectation	英[ˌæfekˈteɪʃn]美[ˌæfɛkˈteʃən]	n-var		<span class="endef"> If you say that someone's attitude or behaviour is an <b>affectation</b>, you disapprove of the fact that it is not genuine or natural, but is intended to impress other people.   </span>	<span class="text_blue">做作；装腔作势</span>
affected	英[əˈfektɪd]美[əˈfɛktɪd]	adj		<span class="endef"> If you describe someone's behaviour as <b>affected</b>, you disapprove of the fact that they behave in an unnatural way that is intended to impress other people.   </span>	<span class="text_blue">做作的；装腔作势的</span>
affecting	英[əˈfektɪŋ]美[əˈfɛktɪŋ]	adj-graded		<span class="endef"> If you describe something such as a story or a piece of music as <b>affecting</b>, you think it is good because it makes you feel a strong emotion, especially sadness or pity.   </span>	<span class="text_blue">令人感动的；动人的；激起怜悯（或悲伤）的</span>
affection	英[əˈfekʃn]美[əˈfɛkʃən]	★★☆☆☆ n-uncount		<span class="endef"> If you regard someone or something with <b>affection</b>, you like them and are fond of them.   </span>	<span class="text_blue">喜爱；喜欢</span>
affection	英[əˈfekʃn]美[əˈfɛkʃən]	★★☆☆☆ n-plural		<span class="endef"> Your <b>affections</b> are your feelings of love or fondness for someone.   </span>	<span class="text_blue">爱慕；钟爱之情</span>
affectionate	英[əˈfekʃənət]美[əˈfɛkʃənɪt]	★☆☆☆☆ adj-graded		<span class="endef"> If you are <b>affectionate</b>, you show your love or fondness for another person in the way that you behave towards them.   </span>	<span class="text_blue">充满深情的；满怀柔情的；表示爱的</span>
